VILLCODE,CODE1,COUNTY,TOWN,VILLAGE,household_no,factory_count,store_count,school_count,monthly_water_usage,hospital_count,people_total,yyyymm_key,lon,lat,predicted_water_usage,actual_predicted_ratio,cluster
A0201-008-00,A0201-36-003,宜蘭縣,宜蘭市,進士里,188,0.0,1.0,0.0,7151.0,0.0,554,201602,121.73918991002529,24.7342764190118,5655.187435646115,1.264502738658208,5
A0201-013-00,A0201-32-007,宜蘭縣,宜蘭市,黎明里,181,2.0,1.0,0.0,7266.0,0.0,599,201602,121.77908366922489,24.742623971259103,5534.416613232787,1.3128755039197804,5
A0201-019-00,A0201-12-002,宜蘭縣,宜蘭市,東門里,78,1.0,1.0,0.0,6404.0,0.0,176,201602,121.75602513243682,24.757777301338855,3174.9691430932317,2.017027476922458,5
A0201-021-00,A0201-07-006,宜蘭縣,宜蘭市,小東里,116,0.0,1.0,0.0,5229.0,0.0,334,201602,121.75857322226078,24.759963903058438,4019.2440792429807,1.3009909069729537,5
A0201-031-00,A0201-08-006,宜蘭縣,宜蘭市,中山里,158,0.0,1.0,0.0,6932.5,0.0,351,201602,121.75279178486205,24.76003411803704,4973.54437047808,1.3938751690142488,5
A0201-038-00,A0201-28-005,宜蘭縣,宜蘭市,思源里,138,0.0,1.0,0.0,5882.0,0.0,418,201602,121.73323602883622,24.74878588121261,4519.1156603661275,1.301582088634451,5
A0201-038-00,A0201-30-004,宜蘭縣,宜蘭市,思源里,222,0.0,1.0,0.0,9124.0,0.0,558,201602,121.73955112013617,24.747167508486353,6427.716242836328,1.4194777204374374,5
A0201-038-00,A0201-30-007,宜蘭縣,宜蘭市,思源里,126,0.0,1.0,0.0,8345.0,0.0,347,201602,121.74145583217052,24.74660205257888,4246.4584342989565,1.9651670042491933,5
A0201-038-00,A0201-31-006,宜蘭縣,宜蘭市,思源里,177,0.0,1.0,0.0,7427.0,0.0,449,201602,121.74075296830858,24.7453136987645,5405.251645084435,1.3740340853055664,5
A0201-039-00,A0201-21-006,宜蘭縣,宜蘭市,文化里,184,0.0,1.0,0.0,7111.0,0.0,462,201602,121.74433877694702,24.75126411556861,5564.301693623618,1.2779680886370364,5
A0201-039-00,A0201-26-006,宜蘭縣,宜蘭市,文化里,109,0.0,1.0,0.0,5625.0,0.0,288,201602,121.7480841809361,24.748103088138283,3860.1940307037967,1.4571806378796044,5
A0201-040-00,A0201-23-005,宜蘭縣,宜蘭市,復興里,107,0.0,1.0,0.0,6229.0,0.0,259,201602,121.75083287351679,24.749318277793282,3814.7511596926015,1.6328719067751571,5
A0201-040-00,A0201-33-004,宜蘭縣,宜蘭市,復興里,130,0.0,3.0,0.0,11658.0,0.0,315,201602,121.7496732101466,24.745824551190083,4337.344176321348,2.6878199022443163,3
A0202-004-00,A0202-17-002,宜蘭縣,羅東鎮,大新里,126,0.0,1.0,0.0,5871.0,0.0,267,201602,121.77349299714834,24.676970502481154,4246.4584342989565,1.3825638684178567,5
A0202-007-00,A0202-25-001,宜蘭縣,羅東鎮,羅莊里,159,0.0,1.0,0.0,8211.0,0.0,447,201602,121.77599435348196,24.672848236330783,4996.265805983678,1.6434273753342468,5
A0202-016-00,A0202-21-004,宜蘭縣,羅東鎮,漢民里,209,0.0,1.0,0.0,8550.0,0.0,560,201602,121.76422045900657,24.67425359854224,6132.337581263559,1.3942480965371586,5
A0202-018-00,A0202-12-007,宜蘭縣,羅東鎮,北成里,163,0.0,1.0,0.0,6516.0,0.0,460,201602,121.75972027378978,24.67886959082765,5087.151548006068,1.2808739701403187,5
A0202-018-00,A0202-15-007,宜蘭縣,羅東鎮,北成里,119,0.0,1.0,0.0,5344.0,0.0,380,201602,121.75883708245804,24.677204346089482,4087.408385759773,1.3074299154002078,5
A0202-019-00,A0202-12-002,宜蘭縣,羅東鎮,賢文里,162,0.0,1.0,0.0,6641.0,0.0,441,201602,121.76171889067695,24.680068371878853,5064.43011250047,1.3113025261436824,5
A0202-019-00,A0202-13-004,宜蘭縣,羅東鎮,賢文里,172,1.0,1.0,0.0,7848.0,0.0,417,201602,121.76748734021017,24.67850677109797,5310.784080619407,1.477747895765454,5
A0203-025-00,A0203-26-008,宜蘭縣,蘇澳鎮,南強里,126,0.0,2.0,0.0,5491.0,0.0,297,201602,121.80160911039825,24.464326119955174,4246.4584342989565,1.293077533892429,3
A0205-003-00,A0205-07-001,宜蘭縣,礁溪鄉,德陽村,179,0.0,4.0,0.0,12980.5,0.0,351,201602,121.77169620810628,24.827160563343526,5450.694516095629,2.3814396425389885,3
A0205-003-00,A0205-07-003,宜蘭縣,礁溪鄉,德陽村,133,0.0,1.0,0.0,8018.0,0.0,370,201602,121.77167611532602,24.82546708615572,4405.5084828381405,1.8199942256914237,5
A0206-001-00,A0206-06-002,宜蘭縣,壯圍鄉,吉祥村,268,0.0,1.0,0.0,10350.0,0.0,689,201602,121.79061864593787,24.747624703538555,7472.902276093819,1.3850040610205967,5
A0207-001-00,A0207-05-005,宜蘭縣,員山鄉,員山村,137,1.0,1.0,0.0,7714.0,0.0,408,201602,121.72675105747686,24.7464806798592,4515.533837923491,1.708325145349227,5
A0207-001-00,A0207-07-007,宜蘭縣,員山鄉,員山村,234,0.0,1.0,0.0,8874.0,0.0,585,201602,121.72718373692476,24.741946548863297,6700.373468903499,1.3244037875178636,5
A0208-008-00,A0208-19-006,宜蘭縣,冬山鄉,南興村,146,0.0,1.0,0.0,6563.0,0.0,421,201602,121.79274068859985,24.633357277037636,4700.887144410909,1.3961194554102492,5
A0208-016-00,A0208-14-004,宜蘭縣,冬山鄉,永美村,213,0.0,1.0,0.0,8049.0,0.0,548,201602,121.7762111307999,24.653310822645132,6223.22332328595,1.2933811920074265,5
A0208-018-00,A0208-09-005,宜蘭縣,冬山鄉,清溝村,223,0.0,1.0,0.0,8413.0,0.0,573,201602,121.76784870647938,24.663497745392146,6450.437678341926,1.3042525824639155,5
A0209-004-00,A0209-05-001,宜蘭縣,五結鄉,上四村,137,0.0,1.0,0.0,6462.0,0.0,322,201602,121.76735270451309,24.698256281239264,4496.39422486053,1.4371515656415645,5
A0209-006-00,A0209-05-005,宜蘭縣,五結鄉,四結村,212,2.0,1.0,0.0,8583.0,0.0,542,201602,121.76752478306938,24.693820116378085,6238.781113906274,1.3757495003099964,5
A0209-008-00,A0209-09-002,宜蘭縣,五結鄉,五結村,205,5.0,1.0,0.0,7756.0,0.0,562,201602,121.79124584108347,24.6906246218141,6137.149904555974,1.2637788094832516,5
A0209-008-00,A0209-10-004,宜蘭縣,五結鄉,五結村,171,0.0,1.0,0.0,8488.0,0.0,520,201602,121.79677719548677,24.685384531709513,5268.923032050849,1.6109553979755469,5
A0209-010-00,A0209-11-007,宜蘭縣,五結鄉,協和村,125,0.0,1.0,0.0,7191.0,0.0,291,201602,121.80564844487992,24.67216580047848,4223.736998793359,1.7025207777033304,5
A0209-011-00,A0209-08-007,宜蘭縣,五結鄉,孝威村,167,0.0,1.0,0.0,12403.0,0.0,417,201602,121.81091627811578,24.68249447605412,5178.03729002846,2.3953091307173318,5
A0210-013-00,A0210-04-002,宜蘭縣,三星鄉,貴林村,67,0.0,1.0,0.0,6876.5,0.0,196,201602,121.67592006794287,24.691611726426213,2905.8937394686964,2.366397610002517,5
A0210-017-00,A0210-02-006,宜蘭縣,三星鄉,大洲村,181,0.0,1.0,0.0,6787.5,0.0,449,201602,121.73463055459727,24.698198377105314,5496.137387106825,1.2349582119112472,5
A0401-001-00,A0401-33-004,新竹縣,竹北市,斗崙里,141,0.0,1.0,0.0,5824.0,0.0,455,201602,121.00692892296348,24.82771328338426,4587.279966882921,1.269597679244643,5
A0401-001-00,A0401-34-002,新竹縣,竹北市,斗崙里,167,0.0,1.0,0.0,8973.0,0.0,394,201602,121.01039116411498,24.82616369722985,5178.037290028458,1.7328959791926652,5
A0401-001-00,A0401-35-008,新竹縣,竹北市,斗崙里,562,0.0,1.0,0.0,18605.0,0.0,1258,201602,121.00437774526259,24.824470127177715,14153.004314739517,1.31456188285225,5
A0401-001-00,A0401-40-006,新竹縣,竹北市,斗崙里,830,0.0,1.0,0.0,27385.0,0.0,2142,201602,121.00881609235768,24.821906271627896,20242.349030239682,1.3528568230441063,5
A0401-001-00,A0401-40-007,新竹縣,竹北市,斗崙里,136,0.0,1.0,0.0,7428.0,0.0,427,201602,121.01282649012485,24.8209757473382,4473.672789354932,1.6603807094865912,5
A0401-002-00,A0401-43-004,新竹縣,竹北市,鹿場里,241,0.0,3.0,0.0,13505.0,0.0,684,201602,121.02526956796304,24.819312238837245,6859.423517442681,1.9688243429871948,3
A0401-002-00,A0401-47-007,新竹縣,竹北市,鹿場里,174,0.0,1.0,0.0,7899.0,0.0,532,201602,121.02482100741305,24.813835382600296,5337.087338567642,1.4800207489427968,5
A0401-005-00,A0401-51-003,新竹縣,竹北市,隘口里,550,0.0,2.0,0.0,20860.0,0.0,1235,201602,121.03957566602884,24.80477788131846,13880.347088672344,1.502844263672895,3
A0401-007-00,A0401-13-006,新竹縣,竹北市,竹北里,39,24.0,4.0,0.0,17266.0,0.0,109,201602,121.01557107412083,24.84051280518975,2729.044258823029,6.326757048435121,3
A0401-009-00,A0401-19-009,新竹縣,竹北市,竹義里,159,0.0,1.0,0.0,8943.0,0.0,397,201602,121.00568827791395,24.836904497286984,4996.265805983678,1.7899367942533393,5
A0401-010-00,A0401-08-002,新竹縣,竹北市,泰和里,455,4.0,1.0,0.0,18250.0,0.0,1200,201602,121.0035403841343,24.847262491537762,11798.369167892415,1.5468239500137682,5
A0401-011-00,A0401-14-007,新竹縣,竹北市,新社里,169,0.0,2.0,0.0,6774.0,0.0,498,201602,121.00246598606427,24.840929593926425,5223.480161039654,1.2968365517160763,3
A0401-017-00,A0401-02-007,新竹縣,竹北市,大義里,131,2.0,2.0,0.0,5870.0,0.0,418,201602,120.96324861031859,24.86158352148818,4398.344837952867,1.3345929471805782,3
A0401-018-00,A0401-01-006,新竹縣,竹北市,崇義里,101,0.0,1.0,0.0,5725.0,0.0,276,201602,120.94566462317344,24.86417930538556,3678.422546659016,1.5563736703386128,5
A0401-021-00,A0401-28-008,新竹縣,竹北市,十興里,172,0.0,1.0,0.0,10801.0,0.0,498,201602,121.01337767854233,24.831274042004573,5291.644467556447,2.0411424210794795,5
A0401-021-00,A0401-30-002,新竹縣,竹北市,十興里,149,0.0,1.0,0.0,6811.0,0.0,469,201602,121.0160931637486,24.83099422963648,4769.051450927702,1.4281666008604472,5
A0401-022-00,A0401-16-001,新竹縣,竹北市,新國里,142,0.0,1.0,0.0,6228.0,0.0,450,201602,120.99847122247915,24.84127472367118,4610.001402388519,1.3509757278540455,5
A0401-024-00,A0401-33-001,新竹縣,竹北市,北崙里,179,0.0,1.0,0.0,6887.0,0.0,469,201602,121.00871486941466,24.829244589942085,5450.69451609563,1.2635087106171574,5
A0401-025-00,A0401-32-008,新竹縣,竹北市,新崙里,573,1.0,1.0,0.0,18519.0,0.0,1391,201602,120.99909067022199,24.826071844084304,14422.079718364053,1.2840727801843461,5
A0402-004-00,A0402-36-005,新竹縣,竹東鎮,員崠里,138,0.0,1.0,0.0,8497.0,0.0,428,201602,121.09700762303578,24.716597531502607,4519.1156603661275,1.8802351253190972,5
A0402-004-00,A0402-37-003,新竹縣,竹東鎮,員崠里,178,1.0,2.0,0.0,7889.0,0.0,594,201602,121.09786879758688,24.70913519106733,5447.1126936529945,1.4482902123894565,3
A0402-005-00,A0402-29-010,新竹縣,竹東鎮,東寧里,235,5.0,1.0,0.0,8159.0,1.0,644,201602,121.09926886741201,24.723795611630035,6818.790294562523,1.196546549687295,5
A0402-013-00,A0402-20-008,新竹縣,竹東鎮,仁愛里,180,2.0,1.0,0.0,8768.0,0.0,481,201602,121.09348371965089,24.738049622931722,5511.69517772715,1.5907991493128342,5
A0402-013-00,A0402-20-009,新竹縣,竹東鎮,仁愛里,97,0.0,1.0,0.0,7012.0,0.0,277,201602,121.09135057069379,24.73749780167693,3587.536804636625,1.9545444080009187,5
A0402-015-00,A0402-11-004,新竹縣,竹東鎮,三重里,291,1.0,1.0,0.0,9264.0,0.0,775,201602,121.06076891809155,24.764527038231442,8014.634905785525,1.1558854656389395,5
A0402-016-00,A0402-03-004,新竹縣,竹東鎮,頭重里,138,0.0,1.0,0.0,6812.0,0.0,408,201602,121.0302952781907,24.781644822045315,4519.1156603661275,1.5073745643961032,5
A0402-016-00,A0402-03-006,新竹縣,竹東鎮,頭重里,149,0.0,1.0,0.0,7017.0,0.0,371,201602,121.02878044010106,24.780625076117005,4769.051450927702,1.4713617733427924,5
A0402-019-00,A0402-07-001,新竹縣,竹東鎮,二重里,157,0.0,1.0,0.0,8304.0,0.0,469,201602,121.05399426230706,24.77758364549058,4950.8229349724825,1.6772969078212763,5
A0402-019-00,A0402-08-005,新竹縣,竹東鎮,二重里,176,1.0,1.0,0.0,6998.0,0.0,466,201602,121.05471541943878,24.770276265026016,5401.669822641798,1.2955253152769495,5
A0403-012-00,A0403-04-004,新竹縣,新埔鎮,下寮里,176,0.0,1.0,0.0,6754.0,0.0,468,201602,121.03549576967256,24.846259781861093,5382.5302095788375,1.2548002030681542,5
A0405-014-00,A0405-21-009,新竹縣,湖口鄉,鳳凰村,172,1.0,2.0,0.0,8392.0,0.0,486,201602,121.02023929980439,24.87396704301888,5310.784080619407,1.5801809813027128,3
A0405-014-00,A0405-24-001,新竹縣,湖口鄉,鳳凰村,188,0.0,1.0,0.0,7300.0,0.0,456,201602,121.01172619768928,24.873510954905154,5655.1874356460085,1.2908502296469153,5
A0405-014-00,A0405-24-003,新竹縣,湖口鄉,鳳凰村,74,0.0,1.0,0.0,5391.0,0.0,172,201602,121.01270052085417,24.872562442918944,3064.9437880078804,1.758922960053367,5
A0405-014-00,A0405-24-004,新竹縣,湖口鄉,鳳凰村,158,0.0,1.0,0.0,6386.0,0.0,466,201602,121.01114560653889,24.872255954151726,4973.54437047808,1.2839937727118635,5
A0405-014-00,A0405-24-006,新竹縣,湖口鄉,鳳凰村,217,0.0,2.0,0.0,9285.0,0.0,581,201602,121.01574374569758,24.871284818672063,6314.109065308339,1.4705162524060047,3
A0405-015-00,A0405-29-007,新竹縣,湖口鄉,鳳山村,102,26.0,1.0,0.0,6647.5,0.0,218,201602,121.01412046375835,24.85927789169592,4198.7739218015995,1.583200268412572,5
A0405-016-00,A0405-23-006,新竹縣,湖口鄉,中興村,154,0.0,1.0,0.0,6509.0,0.0,420,201602,121.03076678268874,24.869725733431736,4882.658628455691,1.3330852093705956,5
A0405-019-00,A0405-04-002,新竹縣,湖口鄉,東興村,167,1.0,1.0,0.0,11004.0,0.0,493,201602,121.05746460756322,24.91958969233626,5197.17690309142,2.117303337020244,5
A0405-020-00,A0405-26-001,新竹縣,湖口鄉,勝利村,188,0.0,1.0,0.0,8407.0,0.0,476,201602,121.0254339561709,24.869488971263937,5655.1874356460085,1.486599709676934,5
A0405-020-00,A0405-29-003,新竹縣,湖口鄉,勝利村,103,0.0,1.0,0.0,11045.0,0.0,276,201602,121.02413268708843,24.866157216963266,3723.865417670211,2.9660040740436218,5
A0406-011-00,A0406-20-004,新竹縣,新豐鄉,松林村,165,0.0,1.0,0.0,7612.0,0.0,500,201602,120.99282265142989,24.87061658199728,5132.594419017264,1.4830706224898766,5
A0406-011-00,A0406-21-003,新竹縣,新豐鄉,松林村,147,8.0,1.0,0.0,6098.0,0.0,416,201602,120.98944761878269,24.86760563757856,4876.725484420195,1.250429211051851,5
A0406-011-00,A0406-21-004,新竹縣,新豐鄉,松林村,144,0.0,2.0,0.0,5871.5,0.0,458,201602,120.9914915746201,24.865713465508364,4655.444273399714,1.2612115310988874,3
A0406-015-00,A0406-19-006,新竹縣,新豐鄉,山崎村,143,0.0,1.0,0.0,7332.0,0.0,448,201602,120.99600123820808,24.871945031005446,4632.722837894116,1.582654576273526,5
A0406-016-00,A0406-21-001,新竹縣,新豐鄉,松柏村,145,2.0,1.0,0.0,7940.0,0.0,501,201602,120.98457895574806,24.872764896113694,4716.444935031233,1.6834713665426095,5
A0407-010-00,A0407-04-007,新竹縣,芎林鄉,芎林村,95,0.0,1.0,0.0,5030.0,0.0,372,201602,121.07738957352106,24.775653813376664,3542.0939336254305,1.4200639774822845,5
A0408-006-00,A0408-03-006,新竹縣,橫山鄉,內灣村,137,0.0,1.0,0.0,5793.0,0.0,340,201602,121.1810351562284,24.7049698762769,4496.39422486053,1.2883656793193414,5
A0410-001-00,A0410-02-004,新竹縣,寶山鄉,雙溪村,177,0.0,1.0,0.0,6915.0,0.0,438,201602,120.99137027138863,24.764988582328236,5405.251645084435,1.2793113908560647,5
A0410-002-00,A0410-04-003,新竹縣,寶山鄉,大崎村,582,0.0,1.0,0.0,20401.0,0.0,1367,201602,121.00675245315838,24.751659056686957,14607.433024851469,1.3966177332657967,5
A0501-002-00,A0501-20-006,苗栗縣,苗栗市,建功里,126,0.0,1.0,0.0,6007.0,0.0,387,201602,120.81854613647377,24.560052228651998,4246.4584342989565,1.414590556563799,5
A0501-014-00,A0501-30-006,苗栗縣,苗栗市,恭敬里,88,0.0,1.0,0.0,10044.0,0.0,219,201602,120.81551424537449,24.547302057608302,3383.0438850862483,2.9689239457631023,5
A0501-019-00,A0501-04-005,苗栗縣,苗栗市,福星里,117,1.0,1.0,0.0,5309.0,0.0,360,201602,120.82492776680165,24.57856026592656,4061.105127811539,1.3072796278142473,5
A0501-021-00,A0501-15-005,苗栗縣,苗栗市,文山里,150,0.0,1.0,0.0,7295.0,0.0,424,201602,120.81491999312786,24.56826723650847,4791.772886433299,1.522401034626236,5
A0504-001-00,A0504-16-008,苗栗縣,竹南鎮,竹南里,105,0.0,1.0,0.0,5252.0,0.0,323,201602,120.87361975407369,24.686345496815857,3769.308288681407,1.3933590987425637,5
A0504-005-00,A0504-24-007,苗栗縣,竹南鎮,大厝里,121,0.0,1.0,0.0,6924.0,0.0,327,201602,120.86826515923812,24.680514386730334,4132.851256770968,1.6753566895629777,5
A0504-006-00,A0504-12-009,苗栗縣,竹南鎮,營盤里,162,0.0,1.0,0.0,6770.0,0.0,469,201602,120.86884212914028,24.6886164709823,5064.43011250047,1.3367742963398177,5
A0504-006-00,A0504-16-004,苗栗縣,竹南鎮,營盤里,102,0.0,1.0,0.0,7303.0,0.0,322,201602,120.87555006336056,24.688469257019097,3701.1439821646136,1.9731737093159076,5
A0504-009-00,A0504-06-008,苗栗縣,竹南鎮,龍鳳里,296,2.0,1.0,0.0,12461.0,0.0,952,201602,120.86563265097794,24.693465954606047,8147.381696376475,1.5294484123091956,5
A0504-010-00,A0504-04-009,苗栗縣,竹南鎮,山佳里,160,0.0,1.0,0.0,6346.0,0.0,462,201602,120.88493955597578,24.70308622686161,5018.987241489276,1.2643985120227086,5
A0504-010-00,A0504-07-001,苗栗縣,竹南鎮,山佳里,115,0.0,1.0,0.0,5268.0,0.0,308,201602,120.88121400341096,24.702033615886126,3996.522643737383,1.3181459157387843,5
A0504-020-00,A0504-03-006,苗栗縣,竹南鎮,頂埔里,57,22.0,4.0,0.0,31118.5,0.0,153,201602,120.91539707769591,24.710566311437066,3099.7508717978635,10.039032582625323,3
A0504-020-00,A0504-03-010,苗栗縣,竹南鎮,頂埔里,104,0.0,1.0,0.0,5101.0,0.0,274,201602,120.92399157491599,24.706967774830805,3746.5868531758088,1.3615058718513673,5
A0505-014-00,A0505-16-009,苗栗縣,頭份鎮,東庄里,302,6.0,1.0,0.0,11908.5,0.0,785,201602,120.900737963293,24.686775221949,8360.268761661904,1.4244159296181236,5
A0505-016-00,A0505-07-001,苗栗縣,頭份鎮,山下里,168,0.0,1.0,0.0,6877.0,0.0,548,201602,120.90266834192971,24.697686832140953,5200.758725534056,1.3223070638205416,5
A0505-017-00,A0505-12-002,苗栗縣,頭份鎮,蟠桃里,175,0.0,1.0,0.0,9340.0,0.0,528,201602,120.90229140046353,24.694488192319188,5359.808774073239,1.7425994832464846,5
A0505-019-00,A0505-27-010,苗栗縣,頭份鎮,蘆竹里,118,4.0,1.0,0.0,6818.0,0.0,387,201602,120.88245795166267,24.674165365709577,4141.24540250602,1.646364640905892,5
A0505-030-00,A0505-14-007,苗栗縣,頭份鎮,自強里,150,0.0,1.0,0.0,7232.0,0.0,434,201602,120.91289686863996,24.69204298831683,4791.772886433299,1.5092534999886138,5
A0505-030-00,A0505-17-006,苗栗縣,頭份鎮,自強里,121,0.0,1.0,0.0,8042.0,0.0,303,201602,120.90995964094097,24.68776755795328,4132.851256770968,1.9458721111301944,5
A0505-031-00,A0505-05-003,苗栗縣,頭份鎮,合興里,119,0.0,1.0,0.0,9276.0,0.0,403,201602,120.89924471279971,24.699548802058104,4087.4083857597743,2.2694086630337433,5
A0510-007-00,A0510-05-002,苗栗縣,銅鑼鄉,中平村,143,0.0,1.0,0.0,6831.0,0.0,363,201602,120.80181262171834,24.493494633253206,4632.722837894116,1.4745108306770944,5
A0701-007-00,A0701-19-008,彰化縣,彰化市,萬安里,101,0.0,1.0,0.0,5585.0,0.0,323,201602,120.54605024650503,24.08650555211394,3678.422546659016,1.5183138775268388,5
A0701-024-00,A0701-18-007,彰化縣,彰化市,五權里,152,0.0,1.0,0.0,6808.0,0.0,503,201602,120.53539405763209,24.087786890098172,4837.215757444495,1.4074211987593195,5
A0701-031-00,A0701-48-003,彰化縣,彰化市,平和里,127,3.0,2.0,0.0,11094.0,0.0,387,201602,120.52847899529708,24.074771455835894,4326.598708993438,2.564138887422024,3
A0701-033-00,A0701-43-004,彰化縣,彰化市,卦山里,144,0.0,1.0,0.0,6542.0,0.0,461,201602,120.5556492735336,24.076099129306417,4655.444273399714,1.4052364534529371,5
A0701-042-00,A0701-73-005,彰化縣,彰化市,南興里,130,2.0,1.0,0.0,6315.0,0.0,425,201602,120.53453416994272,24.06174446473934,4375.623402447269,1.4432229237251188,5
A0701-047-00,A0701-69-001,彰化縣,彰化市,延平里,148,0.0,1.0,0.0,6035.0,0.0,430,201602,120.54389791150294,24.065542490423233,4746.330015422104,1.2715087194507462,5
A0701-047-00,A0701-70-007,彰化縣,彰化市,延平里,67,0.0,1.0,0.0,6850.0,0.0,221,201602,120.54153988325292,24.063551683356323,2905.8937394686964,2.3572782125379543,5
A0701-062-00,A0701-06-003,彰化縣,彰化市,阿夷里,215,0.0,1.0,0.0,8032.0,0.0,567,201602,120.55120799364839,24.09478254768124,6268.666194297145,1.281293300847161,5
A0701-064-00,A0701-27-008,彰化縣,彰化市,復興里,129,0.0,2.0,0.0,10039.0,0.0,411,201602,120.55728610146981,24.08302682976392,4314.62274081575,2.3267387679187825,3
A0701-065-00,A0701-31-003,彰化縣,彰化市,和調里,73,0.0,1.0,0.0,4959.0,0.0,230,201602,120.55543058277684,24.08378640800212,3042.222352502283,1.6300583670096083,5
A0701-072-00,A0701-60-005,彰化縣,彰化市,崙平里,149,2.0,1.0,0.0,6524.0,0.0,465,201602,120.52869335886454,24.068916003792438,4807.330677053624,1.3570940794941342,5
A0701-073-00,A0701-74-001,彰化縣,彰化市,向陽里,163,3.0,1.0,0.0,7422.0,0.0,554,201602,120.52788889645116,24.062229742665707,5144.570387194952,1.4426860634415004,5
A0702-005-00,A0702-18-007,彰化縣,鹿港鎮,頂厝里,107,1.0,1.0,0.0,5157.0,0.0,357,201602,120.44317567269414,24.062073122385492,3833.890772755563,1.3451087434850075,5
A0702-019-00,A0702-06-008,彰化縣,鹿港鎮,頂番里,109,3.0,2.0,0.0,5207.0,0.0,381,201602,120.48083538333807,24.086513192678595,3917.61286989268,1.3291257132669778,3
A0703-016-00,A0703-31-009,彰化縣,和美鎮,嘉犁里,125,11.0,1.0,0.0,9589.0,0.0,471,201602,120.51546770763841,24.089630581231606,4434.272742485931,2.162474109480293,5
A0703-025-00,A0703-21-009,彰化縣,和美鎮,糖友里,175,0.0,1.0,0.0,7267.0,0.0,532,201602,120.53298212730402,24.10693443849474,5359.808774073239,1.3558319533995935,5
A0703-025-00,A0703-26-001,彰化縣,和美鎮,糖友里,171,0.0,1.0,0.0,8353.0,0.0,506,201602,120.53421506888603,24.10648721103411,5268.923032050849,1.5853334636298,5
A0706-009-00,A0706-07-004,彰化縣,福興鄉,番婆村,92,2.0,1.0,0.0,5330.0,0.0,291,201602,120.45739681107989,24.04431063769535,3512.2088532345597,1.517563511375854,5
A0706-019-00,A0706-01-003,彰化縣,福興鄉,福興村,119,17.0,1.0,0.0,5992.0,0.0,364,201602,120.43342951108951,24.048465638687514,4412.781807830111,1.3578736182622262,5
A0706-019-00,A0706-05-002,彰化縣,福興鄉,福興村,170,10.0,1.0,0.0,7120.0,0.0,540,201602,120.43184218891432,24.04520361949311,5437.597727174862,1.3094017537224552,5
A0706-021-00,A0706-11-003,彰化縣,福興鄉,同安村,68,1.0,1.0,0.0,4484.0,0.0,245,201602,120.43657843617218,24.033352953690294,2947.754788037256,1.5211577361174073,5
A0707-007-00,A0707-03-005,彰化縣,秀水鄉,鶴鳴村,110,7.0,1.0,0.0,6880.0,0.0,452,201602,120.49477490622574,24.054164644940887,4016.892757650122,1.7127666619670456,5
A0710-003-00,A0710-27-004,彰化縣,員林鎮,中正里,127,0.0,1.0,0.0,5813.0,0.0,374,201602,120.57565271342311,23.958137604692066,4269.179869804554,1.36161983736378,5
A0710-004-00,A0710-14-006,彰化縣,員林鎮,仁美里,134,0.0,1.0,0.0,9578.0,0.0,418,201602,120.57322988392109,23.96340234336562,4428.229918343738,2.1629409892028364,5
A0710-004-00,A0710-17-003,彰化縣,員林鎮,仁美里,119,0.0,1.0,0.0,6691.0,0.0,367,201602,120.57550542176526,23.96268912499546,4087.408385759772,1.6369785860671393,5
A0710-013-00,A0710-13-008,彰化縣,員林鎮,南平里,134,0.0,1.0,0.0,7443.0,0.0,289,201602,120.56836806965892,23.963440412976457,4428.229918343737,1.6808070351468694,5
A0710-037-00,A0710-08-006,彰化縣,員林鎮,三愛里,116,1.0,1.0,0.0,7226.0,0.0,397,201602,120.5791313094828,23.96748428182475,4038.3836923059407,1.7893297295567059,5
A0710-038-00,A0710-10-003,彰化縣,員林鎮,三信里,174,0.0,1.0,0.0,7042.0,0.0,547,201602,120.57555842401788,23.968279307279474,5337.087338567642,1.3194462734593209,5
A0711-013-00,A0711-18-001,彰化縣,溪湖鎮,河東里,101,3.0,1.0,0.0,5085.0,0.0,371,201602,120.45612157171988,23.957817406016193,3735.841385847899,1.3611391584404464,5
A0711-018-00,A0711-03-007,彰化縣,溪湖鎮,湖東里,146,1.0,1.0,0.0,6737.0,0.0,487,201602,120.48479749963418,23.968538327707265,4720.02675747387,1.4273224170461274,5
A0711-018-00,A0711-03-008,彰化縣,溪湖鎮,湖東里,124,1.0,1.0,0.0,5777.0,0.0,424,201602,120.48454713973538,23.96769931238228,4220.155176350721,1.3689070090061293,5
A0719-001-00,A0719-05-007,彰化縣,北斗鎮,光復里,129,0.0,1.0,0.0,5544.0,0.0,324,201602,120.52499929292897,23.874206158254722,4314.622740815749,1.2849327352666335,5
A0720-004-00,A0720-09-003,彰化縣,二林鎮,北平里,99,1.0,1.0,0.0,6256.0,0.0,276,201602,120.37131835482262,23.903875451349517,3652.1192887107823,1.7129780013862586,5
A0722-001-00,A0722-06-006,彰化縣,埤頭鄉,和豊村,171,6.0,1.0,0.0,8596.0,0.0,532,201602,120.49695924277981,23.88251412322457,5383.760710428614,1.5966534291446344,5
A0722-002-00,A0722-01-007,彰化縣,埤頭鄉,興農村,161,20.0,1.0,0.0,7696.0,0.0,509,201602,120.4718625751729,23.911767249770563,5424.500938254093,1.4187480263349355,5
A0722-010-00,A0722-06-011,彰化縣,埤頭鄉,元埔村,10,0.0,1.0,1.0,11084.0,0.0,32,201602,120.49752042139411,23.87118414062098,4861.803654961948,2.2798123467383733,4
