VILLCODE,CODE1,COUNTY,TOWN,VILLAGE,household_no,factory_count,store_count,school_count,monthly_water_usage,hospital_count,people_total,yyyymm_key,lon,lat,predicted_water_usage,actual_predicted_ratio,cluster
A17050-020-00,A1705-07-005,基隆市,中山區,德和里,233,0.0,1.0,0.0,9183.0,0.0,530,201608,121.72805170553505,25.148563246697567,6677.652033397902,1.375183964973278,5
A17050-021-00,A1705-10-007,基隆市,中山區,中和里,174,0.0,1.0,0.0,7199.0,0.0,481,201608,121.72086621815832,25.147898473131637,5337.087338567642,1.348863067684415,5
A17050-024-00,A1705-10-005,基隆市,中山區,和慶里,176,0.0,1.0,0.0,7012.0,0.0,451,201608,121.71771469898195,25.149054248540608,5382.5302095788375,1.3027330506239114,5
A17060-011-00,A1706-08-003,基隆市,安樂區,外寮里,175,0.0,1.0,0.0,6806.0,0.0,458,201608,121.7097610034252,25.13873429193819,5359.808774073239,1.2698214221601256,5
A17060-013-00,A1706-02-002,基隆市,安樂區,內寮里,147,0.0,1.0,0.0,6790.0,0.0,368,201608,121.69653798223078,25.15728176834407,4723.608579916507,1.4374603409921018,5
A17060-013-00,A1706-02-003,基隆市,安樂區,內寮里,111,0.0,1.0,0.0,9577.0,0.0,293,201608,121.69517152241734,25.155795042227176,3905.6369017149927,2.452096864353845,5
A17060-013-00,A1706-02-006,基隆市,安樂區,內寮里,107,0.0,1.0,0.0,9211.0,0.0,285,201608,121.69613183148307,25.154133752713655,3814.7511596926033,2.414574270879108,5
A17060-013-00,A1706-02-010,基隆市,安樂區,內寮里,5,26.0,1.0,0.0,6323.5,0.0,13,201608,121.6977473319343,25.15034065573373,1994.7946777586312,3.1700004368896453,5
A17060-014-00,A1706-04-001,基隆市,安樂區,新崙里,867,0.0,2.0,0.0,31166.0,1.0,2154,201608,121.70779721478166,25.147326543652397,21083.039468785413,1.4782498532122448,3
A17060-015-00,A1706-22-003,基隆市,安樂區,三民里,174,0.0,1.0,0.0,7442.0,0.0,410,201608,121.71953368516236,25.125489047666456,5337.087338567642,1.3943935198926818,5
A17060-017-00,A1706-19-006,基隆市,安樂區,五福里,259,0.0,1.0,0.0,9166.0,0.0,680,201608,121.71255797277314,25.12585639923509,7268.4093565434405,1.261073716458779,5
A17060-018-00,A1706-20-008,基隆市,安樂區,六合里,250,0.0,1.0,0.0,9043.0,0.0,653,201608,121.71591993967368,25.12598411539031,7063.916436993061,1.2801680315246462,5
A17060-019-00,A1706-24-006,基隆市,安樂區,七賢里,115,0.0,1.0,0.0,6957.0,0.0,318,201608,121.7241515241512,25.121820827120796,3996.522643737382,1.7407633135525293,5
A17060-020-00,A1706-24-008,基隆市,安樂區,鶯歌里,129,0.0,2.0,0.0,6261.0,0.0,334,201608,121.72372694803599,25.1208341985802,4314.622740815749,1.4511118065484114,3
A17060-021-00,A1706-04-005,基隆市,安樂區,武崙里,164,0.0,1.0,0.0,8638.0,0.0,408,201608,121.71037672673185,25.141826883391154,5109.8729835116665,1.6904529775735624,5
A17060-021-00,A1706-04-006,基隆市,安樂區,武崙里,391,0.0,1.0,0.0,21663.0,0.0,1034,201608,121.7094688450122,25.141217608097236,10267.638843282324,2.109832682143195,5
A17060-021-00,A1706-07-002,基隆市,安樂區,武崙里,373,0.0,1.0,0.0,15393.0,0.0,845,201608,121.7122294802217,25.140938879878483,9858.653004181568,1.5613694886584433,5
A17060-022-00,A1706-14-006,基隆市,安樂區,長樂里,133,0.0,1.0,0.0,6577.0,0.0,358,201608,121.71869679324259,25.129278051033133,4405.5084828381405,1.492903719427849,5
A17060-023-00,A1706-09-003,基隆市,安樂區,興寮里,274,0.0,1.0,0.0,10585.0,1.0,635,201608,121.7180479150341,25.13849457624804,7609.228213966026,1.391074061962319,5
A17060-023-00,A1706-09-004,基隆市,安樂區,興寮里,773,0.0,1.0,0.0,30695.0,1.0,1917,201608,121.71529936081437,25.13906002961622,18947.224531259235,1.6200261916651286,5
A17060-024-00,A1706-23-008,基隆市,安樂區,鶯安里,184,0.0,1.0,0.0,10422.0,0.0,470,201608,121.72142458301578,25.121060869067822,5564.30169362362,1.8730113092075924,5
A17070-001-00,A1707-10-002,基隆市,信義區,仁壽里,218,0.0,1.0,0.0,8598.0,0.0,505,201608,121.74770623826598,25.129530209567648,6336.830500813938,1.3568297272422902,5
A17070-012-00,A1707-13-002,基隆市,信義區,東光里,143,0.0,1.0,0.0,6294.0,0.0,344,201608,121.76479231083277,25.12809410155443,4632.722837894116,1.3585962770138533,5
A17070-018-00,A1707-01-008,基隆市,信義區,孝賢里,165,0.0,1.0,0.0,6409.0,0.0,469,201608,121.77388524205347,25.135882065122967,5132.594419017264,1.2486862348315315,5
A17070-018-00,A1707-02-003,基隆市,信義區,孝賢里,260,0.0,1.0,0.0,10548.0,0.0,490,201608,121.77148550626717,25.136941738998587,7291.130792049037,1.4466891763212604,5
A17070-020-00,A1707-05-001,基隆市,信義區,孝忠里,169,0.0,1.0,0.0,7101.0,0.0,499,201608,121.78006037055675,25.13605266322159,5223.480161039654,1.3594384933179595,5
A17070-020-00,A1707-05-003,基隆市,信義區,孝忠里,256,0.0,1.0,0.0,8634.5,0.0,611,201608,121.78176572259464,25.134003484248144,7200.245050026648,1.199195296827855,5
A1801-013-00,A1801-30-001,新竹市,東區,公園里,162,0.0,1.0,0.0,6556.0,0.0,466,201608,120.97607849322176,24.801206046657036,5064.43011250047,1.294518801595841,5
A1801-016-00,A1801-37-003,新竹市,東區,振興里,144,2.0,1.0,0.0,6504.0,0.0,387,201608,120.96794768541987,24.796898977671226,4693.723499525636,1.3856802601724019,5
A1801-016-00,A1801-41-006,新竹市,東區,振興里,121,0.0,1.0,0.0,7098.0,0.0,308,201608,120.96243689533408,24.79484180203815,4132.851256770968,1.7174583741360507,5
A1801-018-00,A1801-02-007,新竹市,東區,文華里,211,0.0,1.0,0.0,8421.0,0.0,522,201608,120.97627720544443,24.814704353977707,6177.780452274754,1.363110920670426,5
A1801-019-00,A1801-07-002,新竹市,東區,復中里,113,0.0,1.0,0.0,6566.0,0.0,362,201608,120.97563794570435,24.812859596226875,3951.0797727261875,1.661824204442614,5
A1801-019-00,A1801-14-001,新竹市,東區,復中里,101,1.0,2.0,0.0,5364.0,0.0,231,201608,120.97572394517871,24.81033164134924,3697.562159721977,1.4506855512615167,3
A1801-020-00,A1801-13-008,新竹市,東區,三民里,192,3.0,1.0,0.0,9558.0,0.0,451,201608,120.97867350835972,24.80660921425453,5803.492016857283,1.6469394585599628,5
A1801-021-00,A1801-17-008,新竹市,東區,東園里,205,3.0,1.0,0.0,19908.0,0.0,547,201608,120.98327456158832,24.803041625883562,6098.870678430054,3.2642108760247783,5
A1801-023-00,A1801-20-008,新竹市,東區,光復里,263,6.0,1.0,0.0,9736.0,0.0,617,201608,120.98903581934411,24.801229767738832,7474.132776943596,1.3026260424532292,5
A1801-024-00,A1801-25-001,新竹市,東區,豐功里,583,0.0,1.0,0.0,21820.0,0.0,1553,201608,120.9972018177123,24.80219850619585,14630.15446035707,1.4914401662077499,5
A1801-028-00,A1801-44-010,新竹市,東區,光鎮里,148,0.0,1.0,0.0,5950.0,0.0,434,201608,120.96526329491071,24.7910618836142,4746.330015422104,1.2536001459373554,5
A1801-028-00,A1801-52-005,新竹市,東區,光鎮里,187,0.0,2.0,0.0,7920.0,0.0,504,201608,120.96733347981808,24.788208642859438,5632.466000140412,1.4061336543891365,3
A1801-031-00,A1801-63-009,新竹市,東區,高峰里,172,1.0,2.0,0.0,20251.0,0.0,488,201608,120.98496735148231,24.777438255578417,5310.784080619407,3.8131845867923304,3
A1801-031-00,A1801-67-007,新竹市,東區,高峰里,174,1.0,1.0,0.0,6725.0,0.0,500,201608,120.9853874984684,24.781912482170732,5356.226951630603,1.2555479931545281,5
A1801-032-00,A1801-67-002,新竹市,東區,仙宮里,257,0.0,1.0,0.0,16756.0,0.0,549,201608,120.98967493480279,24.784575387150845,7222.966485532246,2.3198224764800752,5
A1801-033-00,A1801-47-006,新竹市,東區,光明里,129,0.0,1.0,0.0,5575.0,0.0,368,201608,121.00109886325332,24.78991782661167,4314.622740815749,1.2921176044573381,5
A1801-036-00,A1801-25-008,新竹市,東區,軍功里,142,0.0,1.0,0.0,8098.0,0.0,311,201608,120.99680933407328,24.798390960743816,4610.001402388518,1.7566155176881926,5
A1801-037-00,A1801-38-007,新竹市,東區,建功里,130,0.0,1.0,0.0,5625.0,0.0,315,201608,121.00389723392603,24.794521386154766,4337.344176321347,1.2968765611703794,5
A1801-042-00,A1801-50-006,新竹市,東區,龍山里,324,0.0,1.0,0.0,10569.0,0.0,763,201608,121.01206620579757,24.787352215668005,8745.302664407285,1.2085345019578366,5
A1801-043-00,A1801-50-008,新竹市,東區,新莊里,166,0.0,1.0,0.0,7381.0,0.0,467,201608,121.01428851654076,24.786054747985645,5155.315854522862,1.431726049049837,5
A1801-043-00,A1801-53-003,新竹市,東區,新莊里,162,0.0,1.0,0.0,9386.0,0.0,472,201608,121.01747218076551,24.786369924182857,5064.430112500471,1.8533181012474929,5
A1801-043-00,A1801-53-008,新竹市,東區,新莊里,92,0.0,1.0,0.0,7618.0,0.0,273,201608,121.01608887164117,24.785112433153486,3473.9296271086387,2.1929056767740236,5
A1801-043-00,A1801-55-004,新竹市,東區,新莊里,447,0.0,1.0,0.0,19284.0,0.0,1064,201608,121.01763678298205,24.78424565040274,11540.039231595794,1.6710515114369628,5
A1801-044-00,A1801-54-005,新竹市,東區,仙水里,104,0.0,1.0,0.0,5085.0,0.0,322,201608,121.01384560807735,24.783898515561138,3746.5868531758088,1.3572353182443055,5
A1801-045-00,A1801-64-006,新竹市,東區,金山里,149,0.0,1.0,0.0,15457.0,0.0,447,201608,121.02350482155802,24.77758048638833,4769.0514509277,3.2411057332990665,5
A1801-045-00,A1801-64-007,新竹市,東區,金山里,200,0.0,3.0,0.0,27566.0,0.0,525,201608,121.02053490590013,24.776829630277987,5927.844661713185,4.650256808860651,3
A1801-045-00,A1801-64-008,新竹市,東區,金山里,136,1.0,1.0,0.0,22037.0,0.0,326,201608,121.02309740810584,24.77660568183427,4492.812402417898,4.9049455054344895,5
A1801-045-00,A1801-65-007,新竹市,東區,金山里,55,0.0,1.0,0.0,6592.0,0.0,140,201608,121.02583735404366,24.776577690059383,2633.2365134015254,2.5033831812869245,5
A1801-045-00,A1801-65-009,新竹市,東區,金山里,174,0.0,2.0,0.0,19269.0,0.0,391,201608,121.02603002570015,24.774829918710957,5337.087338567642,3.610396228811084,3
A1801-046-00,A1801-57-001,新竹市,東區,關東里,119,0.0,1.0,0.0,6463.0,0.0,343,201608,121.02335150744129,24.783108513538252,4087.408385759772,1.58119751931728,5
A1801-047-00,A1801-56-002,新竹市,東區,科園里,96,0.0,1.0,0.0,5865.0,0.0,332,201608,121.0105599028046,24.784668504445516,3564.8153691310276,1.6452464974166878,5
A1801-047-00,A1801-56-005,新竹市,東區,科園里,110,0.0,1.0,0.0,5590.0,0.0,375,201608,121.01068734576566,24.782661425201916,3882.9154662093947,1.4396398913770603,5
A1801-047-00,A1801-61-007,新竹市,東區,科園里,156,0.0,1.0,0.0,6476.0,0.0,500,201608,121.01000148971556,24.78014371412691,4928.101499466885,1.3140963108614068,5
A1801-050-00,A1801-06-001,新竹市,東區,復興里,112,0.0,1.0,0.0,5166.0,0.0,293,201608,120.9796590924457,24.81398738595756,3928.35833722059,1.31505314855138,5
A1801-053-00,A1801-60-006,新竹市,東區,明湖里,81,0.0,3.0,0.0,6165.0,0.0,228,201608,120.97856742727717,24.76800928369658,3223.993836547063,1.9122244993504054,3
A1802-004-00,A1802-45-001,新竹市,北區,中央里,108,0.0,1.0,0.0,6200.0,0.0,269,201608,120.9650937872436,24.80325639832259,3837.472595198199,1.61564671699754,5
A1802-014-00,A1802-30-008,新竹市,北區,民富里,134,0.0,1.0,0.0,6704.0,0.0,395,201608,120.9599477997469,24.810278991776904,4428.229918343737,1.5139231981223447,5
A1802-019-00,A1802-13-007,新竹市,北區,福林里,154,3.0,1.0,0.0,7123.0,0.0,500,201608,120.96155193896843,24.818671445558934,4940.077467644573,1.4418802228614127,5
A1802-021-00,A1802-15-003,新竹市,北區,湳雅里,89,0.0,1.0,0.0,6885.0,0.0,233,201608,120.97047258313663,24.82230355495696,3405.7653205918446,2.021572055588241,5
A1802-024-00,A1802-02-004,新竹市,北區,南寮里,182,1.0,1.0,0.0,7423.0,0.0,432,201608,120.932340115492,24.842017933190004,5537.998435675385,1.340375965471852,5
A1802-024-00,A1802-05-001,新竹市,北區,南寮里,103,0.0,1.0,0.0,5380.0,0.0,273,201608,120.93845612919277,24.8412825047928,3723.865417670211,1.4447353479723573,5
A1802-024-00,A1802-05-002,新竹市,北區,南寮里,207,0.0,1.0,0.0,7686.0,0.0,487,201608,120.93607187175144,24.840944356788423,6086.894710252363,1.2627128225257798,5
A1802-026-00,A1802-04-005,新竹市,北區,康樂里,154,2.0,1.0,0.0,7080.0,0.0,437,201608,120.94357454613449,24.837523115060222,4920.937854581611,1.4387501344704459,5
A1802-029-00,A1802-02-005,新竹市,北區,海濱里,250,1.0,1.0,0.0,8558.0,0.0,605,201608,120.92942065361392,24.841605211496518,7083.056050056022,1.2082355327305805,5
A1802-029-00,A1802-07-004,新竹市,北區,海濱里,118,0.0,1.0,0.0,5789.0,0.0,326,201608,120.92977726479356,24.835505063812622,4064.6869502541754,1.4242179215395663,5
A1802-030-00,A1802-44-002,新竹市,北區,客雅里,243,0.0,1.0,0.0,10310.0,0.0,539,201608,120.95554157335526,24.803681640685713,6904.866388453878,1.4931498192695067,5
A1802-032-00,A1802-48-003,新竹市,北區,曲溪里,182,0.0,1.0,0.0,7372.0,0.0,460,201608,120.95839719194649,24.79507151280946,5518.858822612423,1.3357833996033204,5
A1802-036-00,A1802-23-007,新竹市,北區,境福里,158,0.0,1.0,0.0,7002.0,0.0,408,201608,120.95881898366815,24.815484694406834,4973.54437047808,1.4078491068788705,5
A1802-037-00,A1802-29-009,新竹市,北區,磐石里,157,1.0,1.0,0.0,6170.0,0.0,480,201608,120.95569140688815,24.812153875705466,4969.962548035444,1.2414580472923107,5
A1802-039-00,A1802-20-010,新竹市,北區,光華里,105,0.0,1.0,0.0,5736.0,0.0,246,201608,120.9714901605152,24.81775889350585,3769.308288681407,1.521764621170477,5
A1802-039-00,A1802-24-004,新竹市,北區,光華里,168,0.0,1.0,0.0,7741.0,0.0,433,201608,120.97282945176087,24.816584111419417,5200.758725534057,1.4884366702100933,5
A1802-041-00,A1802-09-006,新竹市,北區,金竹里,150,0.0,1.0,0.0,5988.0,0.0,459,201608,120.970384623902,24.824350277339857,4791.772886433299,1.249641863652077,5
A1802-042-00,A1802-12-006,新竹市,北區,湳中里,150,0.0,1.0,0.0,6362.0,0.0,363,201608,120.96800135187353,24.821905011681114,4791.772886433299,1.3276923073738331,5
A1802-044-00,A1802-47-010,新竹市,北區,台溪里,296,3.0,1.0,0.0,15721.0,0.0,488,201608,120.9630681204572,24.79698834914684,8166.521309439434,1.9250546719113526,5
A1803-002-00,A1803-04-007,新竹市,香山區,虎山里,108,5.0,1.0,0.0,8321.0,0.0,328,201608,120.92293107971015,24.805809033744033,3933.170660513005,2.115595970329619,5
A1803-005-00,A1803-09-009,新竹市,香山區,樹下里,115,25.0,1.0,0.0,5997.0,0.0,398,201608,120.92986391699097,24.79030036615074,4475.012970311409,1.3401078476835517,5
A1803-007-00,A1803-07-008,新竹市,香山區,中埔里,155,1.0,1.0,0.0,6512.0,0.0,411,201608,120.9483401869922,24.79676949359174,4924.519677024248,1.3223624692540619,5
A1803-009-00,A1803-07-001,新竹市,香山區,頂埔里,212,0.0,1.0,0.0,8225.0,0.0,518,201608,120.95278638632638,24.800471612011492,6200.501887780351,1.3265055230786127,5
A1803-009-00,A1803-07-005,新竹市,香山區,頂埔里,154,0.0,1.0,0.0,6308.0,0.0,413,201608,120.95505733554538,24.79931027259473,4882.658628455691,1.2919191121078073,5
A1803-010-00,A1803-17-009,新竹市,香山區,東香里,182,0.0,1.0,0.0,7107.0,0.0,424,201608,120.95648583417034,24.769243529402964,5518.858822612423,1.2877662263945737,5
A1803-011-00,A1803-14-008,新竹市,香山區,香村里,121,1.0,3.0,0.0,6819.0,0.0,365,201608,120.94074247073306,24.78080786228487,4151.9908698339295,1.6423446519459097,3
A1803-011-00,A1803-18-001,新竹市,香山區,香村里,123,4.0,1.0,0.0,6911.0,0.0,374,201608,120.93446143808262,24.7805048664032,4254.852580034007,1.6242630902020028,5
A1803-013-00,A1803-12-009,新竹市,香山區,大庄里,134,0.0,1.0,0.0,7051.0,0.0,438,201608,120.92324787409744,24.791519229980192,4428.229918343737,1.5922840796480686,5
A1803-015-00,A1803-19-004,新竹市,香山區,朝山里,111,0.0,1.0,0.0,5569.0,0.0,367,201608,120.9119864682177,24.76441550250246,3905.6369017149923,1.42588779759701,5
A1803-017-00,A1803-20-005,新竹市,香山區,茄苳里,94,0.0,2.0,1.0,27600.0,0.0,154,201608,120.95075015820527,24.755529641502022,6770.404237432147,4.076566041272009,4
A1803-021-00,A1803-22-005,新竹市,香山區,內湖里,133,1.0,1.0,0.0,5639.0,0.0,421,201608,120.90452760891927,24.74246359043416,4424.6480959011005,1.2744516349726998,5
A1803-024-00,A1803-11-001,新竹市,香山區,頂福里,164,2.0,1.0,0.0,6432.0,0.0,423,201608,120.9532228859789,24.796047423961266,5148.152209637588,1.2493803092999052,5
A2001-003-00,A2001-12-006,嘉義市,東區,仁義里,136,0.0,1.0,0.0,14148.0,0.0,400,201608,120.45312737332483,23.49379446421809,4473.6727893549305,3.1625021914130724,5
A2001-005-00,A2001-10-006,嘉義市,東區,頂庄里,119,1.0,1.0,0.0,5764.0,0.0,351,201608,120.45591336493706,23.497212766320743,4106.547998822734,1.4036119878916364,5
A2001-005-00,A2001-10-009,嘉義市,東區,頂庄里,110,0.0,1.0,0.0,6193.0,0.0,316,201608,120.45581116206449,23.49591219407348,3882.9154662093947,1.5949355719674658,5
A2001-034-00,A2001-14-005,嘉義市,東區,圳頭里,208,0.0,1.0,0.0,7847.0,0.0,510,201608,120.47783707993335,23.49181834831823,6109.616145757962,1.2843687414713183,5
A2001-036-00,A2001-16-001,嘉義市,東區,後庄里,158,0.0,1.0,0.0,6856.0,0.0,471,201608,120.46848373936129,23.49186104044511,4973.54437047808,1.3784937841704565,5
A2001-041-00,A2001-25-006,嘉義市,東區,盧厝里,221,0.0,1.0,0.0,9800.0,0.0,615,201608,120.48757981994424,23.483134702336713,6404.994807330731,1.5300558852574824,5
A2002-003-00,A2002-12-003,嘉義市,西區,北榮里,205,1.0,1.0,0.0,8052.0,0.0,510,201608,120.44609009346013,23.48807698125521,6060.59145230413,1.3285832023768525,5
A2002-009-00,A2002-14-007,嘉義市,西區,竹圍里,101,0.0,1.0,0.0,5197.0,0.0,255,201608,120.4351727111152,23.48623174723498,3678.422546659016,1.4128338803056368,5
A2002-009-00,A2002-18-009,嘉義市,西區,竹圍里,78,0.0,1.0,0.0,5234.0,0.0,230,201608,120.43419227645137,23.48192532667887,3155.8295300302707,1.6585179744958516,5
A2002-011-00,A2002-01-011,嘉義市,西區,保安里,109,0.0,1.0,0.0,5838.0,0.0,271,201608,120.42802557863926,23.491216668226325,3860.1940307037967,1.512359211367312,5
A2002-011-00,A2002-13-009,嘉義市,西區,保安里,122,0.0,1.0,0.0,6945.0,0.0,325,201608,120.42919225185346,23.48527616182738,4155.572692276566,1.6712497925755907,5
A2002-016-00,A2002-20-003,嘉義市,西區,福全里,188,0.0,1.0,0.0,10789.0,0.0,488,201608,120.43240291488145,23.48131104342379,5655.187435646009,1.9078059078987077,5
A2002-048-00,A2002-37-008,嘉義市,西區,福民里,109,0.0,1.0,0.0,8005.0,0.0,359,201608,120.43672010714943,23.466977384802494,3860.1940307037985,2.0737299566624405,5
A6402-004-00,A6402-22-005,高雄市,鼓山區,光榮里,84,0.0,1.0,0.0,4783.0,0.0,212,201608,120.28097505393626,22.66028804348138,3292.158143063856,1.4528463676865437,5
A6402-004-00,A6402-25-006,高雄市,鼓山區,光榮里,112,0.0,1.0,0.0,7078.0,0.0,313,201608,120.27996540854834,22.65895894500886,3928.3583372205894,1.8017704578874696,5
A6402-015-00,A6402-23-006,高雄市,鼓山區,龍子里,172,0.0,1.0,0.0,6613.0,0.0,352,201608,120.29330621360543,22.659460617531387,5291.644467556447,1.249706030052643,5
A6402-015-00,A6402-29-004,高雄市,鼓山區,龍子里,343,0.0,1.0,0.0,10842.0,0.0,778,201608,120.29319429394775,22.656662563046883,9177.00993901364,1.1814305609399085,5
A6402-015-00,A6402-35-003,高雄市,鼓山區,龍子里,220,0.0,1.0,0.0,7581.0,0.0,552,201608,120.29645909668321,22.656384704470927,6382.273371825133,1.1878212602842595,5
A6402-016-00,A6402-15-005,高雄市,鼓山區,龍水里,329,0.0,2.0,0.0,12298.0,0.0,773,201608,120.28704314157535,22.66286704599462,8858.909841935274,1.3882069260695218,3
A6402-016-00,A6402-20-007,高雄市,鼓山區,龍水里,618,0.0,3.0,0.0,20210.0,0.0,1321,201608,120.2909053483147,22.66008526708385,15425.404703052982,1.310176322051379,3
A6402-016-00,A6402-38-001,高雄市,鼓山區,龍水里,234,0.0,2.0,0.0,8559.0,0.0,467,201608,120.29059328935995,22.654281192533734,6700.373468903499,1.2773914826871078,3
A6402-016-00,A6402-38-004,高雄市,鼓山區,龍水里,381,1.0,1.0,0.0,12486.0,0.0,820,201608,120.29161457736025,22.65296208534154,10059.56410128931,1.2412068628699031,5
A6402-016-00,A6402-40-002,高雄市,鼓山區,龍水里,199,0.0,1.0,0.0,9678.0,0.0,442,201608,120.2865175100038,22.654465254971992,5905.123226207583,1.6389158412559415,5
A6402-017-00,A6402-04-008,高雄市,鼓山區,明誠里,217,0.0,1.0,0.0,7977.0,0.0,493,201608,120.29771973468397,22.66551988935989,6314.10906530834,1.263361135750425,5
A6402-017-00,A6402-12-002,高雄市,鼓山區,明誠里,148,0.0,1.0,0.0,6885.0,0.0,335,201608,120.29882396211693,22.66558185723971,4746.330015422103,1.4505944545846543,5
A6402-017-00,A6402-12-006,高雄市,鼓山區,明誠里,201,0.0,1.0,0.0,7483.0,0.0,477,201608,120.29752847608354,22.664855000621195,5950.566097218778,1.257527414660172,5
A6402-017-00,A6402-27-002,高雄市,鼓山區,明誠里,312,0.0,1.0,0.0,12379.0,0.0,730,201608,120.30165523475145,22.66214418567101,8472.645438340114,1.4610548842257685,5
A6402-034-00,A6402-53-005,高雄市,鼓山區,維生里,122,0.0,1.0,0.0,6325.0,0.0,333,201608,120.27205109783085,22.62235531472423,4155.572692276566,1.522052546874098,5
A6402-035-00,A6402-53-004,高雄市,鼓山區,惠安里,156,0.0,1.0,0.0,7756.0,0.0,389,201608,120.2711072980644,22.622913357274946,4928.101499466885,1.5738312209760763,5
A6403-017-00,A6403-06-002,高雄市,左營區,合群里,1118,0.0,1.0,0.0,32276.0,0.0,2514,201608,120.28746765741597,22.69743152247228,26786.122455851793,1.2049523051795379,5
A6403-021-00,A6403-19-003,高雄市,左營區,頂西里,161,0.0,1.0,0.0,7060.0,0.0,413,201608,120.29101763752445,22.686665312249193,5041.708676994873,1.400318910177122,5
A6403-029-00,A6403-33-009,高雄市,左營區,埤西里,106,0.0,1.0,0.0,5020.0,0.0,248,201608,120.28815066847586,22.680441371147456,3792.029724187004,1.3238292854036813,5
A6403-032-00,A6403-52-001,高雄市,左營區,海勝里,680,0.0,1.0,0.0,19287.0,0.0,1471,201608,120.29005426558719,22.673589513675722,16834.133704400036,1.1457079014977078,5
A6403-032-00,A6403-55-002,高雄市,左營區,海勝里,615,0.0,1.0,0.0,20793.0,0.0,1427,201608,120.28997875732892,22.672484522747435,15357.240396536192,1.3539541911898336,5
A6403-034-00,A6403-41-001,高雄市,左營區,崇實里,1453,0.0,1.0,0.0,45132.0,0.0,2987,201608,120.2809795355519,22.6800445602102,34397.803350227,1.3120605272517254,5
A6403-036-00,A6403-36-016,高雄市,左營區,果貿里,687,0.0,1.0,0.0,33367.0,0.0,1419,201608,120.28817791650413,22.671842481372337,16993.183752939218,1.963552003268881,5
A6403-039-00,A6403-36-015,高雄市,左營區,新下里,275,0.0,1.0,0.0,10801.0,0.0,621,201608,120.29689010245768,22.671699142701286,7631.952324633002,1.415234207522305,5
A6403-039-00,A6403-51-006,高雄市,左營區,新下里,448,0.0,1.0,0.0,17355.0,0.0,1102,201608,120.29798830042108,22.673426919348106,11562.76066710139,1.5009391355283184,5
A6403-039-00,A6403-66-001,高雄市,左營區,新下里,210,0.0,2.0,0.0,15419.0,0.0,391,201608,120.30160671838182,22.669249423642896,6155.059016769155,2.5050937705051557,3
A6403-040-00,A6403-70-001,高雄市,左營區,新上里,118,0.0,1.0,0.0,8461.0,0.0,301,201608,120.30540763227606,22.66605379196607,4064.686950254176,2.081587119389578,5
A6403-040-00,A6403-70-005,高雄市,左營區,新上里,231,0.0,1.0,0.0,13842.0,0.0,560,201608,120.30637368610931,22.66436116915778,6632.209162386707,2.0870873733147968,5
A6403-040-00,A6403-70-006,高雄市,左營區,新上里,140,0.0,1.0,0.0,6269.5,1.0,309,201608,120.30420780037399,22.66375898255283,4564.555856215945,1.3735180809458793,5
A6403-040-00,A6403-71-001,高雄市,左營區,新上里,124,0.0,1.0,0.0,5927.0,0.0,325,201608,120.30768999205674,22.664811229433905,4201.015563287761,1.4108493317176536,5
A6403-040-00,A6403-71-005,高雄市,左營區,新上里,165,0.0,1.0,0.0,7687.0,0.0,419,201608,120.30875207084487,22.663888747804425,5132.594419017264,1.4976831154860326,5
A6403-040-00,A6403-73-005,高雄市,左營區,新上里,123,0.0,1.0,0.0,5662.0,0.0,318,201608,120.30897671861165,22.66229232305646,4178.294127782164,1.3550984748422645,5
A6403-040-00,A6403-74-002,高雄市,左營區,新上里,131,0.0,1.0,0.0,7212.0,0.0,350,201608,120.30585456839485,22.662616862232166,4360.0656118269435,1.654103548450512,5
A6403-040-00,A6403-77-004,高雄市,左營區,新上里,143,0.0,1.0,0.0,9245.0,0.0,365,201608,120.30594538132746,22.658610541194978,4632.722837894117,1.995586682712595,5
A6403-041-00,A6403-62-001,高雄市,左營區,新中里,129,0.0,1.0,0.0,7356.0,0.0,384,201608,120.30522513881317,22.671009131244993,4314.622740815749,1.7048999279620052,5
A6403-042-00,A6403-28-006,高雄市,左營區,新光里,179,0.0,2.0,0.0,7626.0,0.0,472,201608,120.30403841579425,22.68145752477161,5450.694516095629,1.3990877634915702,3
A6403-043-00,A6403-17-005,高雄市,左營區,菜公里,144,0.0,1.0,0.0,7069.0,0.0,394,201608,120.30826173774548,22.685563096130792,4655.444273399713,1.5184372499937044,5
A6403-043-00,A6403-40-005,高雄市,左營區,菜公里,112,0.0,1.0,0.0,5310.0,0.0,279,201608,120.3122401505184,22.678738141462457,3928.35833722059,1.3517096823089096,5
A6403-043-00,A6403-42-007,高雄市,左營區,菜公里,293,0.0,1.0,0.0,17475.0,0.0,719,201608,120.30975725620392,22.67582060865816,8040.938163733756,2.173253872143397,5
A6403-043-00,A6403-46-007,高雄市,左營區,菜公里,119,0.0,1.0,0.0,8411.0,0.0,382,201608,120.31179040817081,22.674906398422102,4087.4083857597743,2.0577831247064267,5
A6403-043-00,A6403-46-008,高雄市,左營區,菜公里,144,0.0,1.0,0.0,7477.0,0.0,357,201608,120.31279982435862,22.674909144925437,4655.444273399713,1.6060765763478468,5
A6403-043-00,A6403-48-006,高雄市,左營區,菜公里,250,0.0,1.0,0.0,9255.0,0.0,719,201608,120.3145822698933,22.674533774538716,7063.916436993062,1.310179711573659,5
